frame,host_time,clock,sequence,step,base_smile,base_rest,base_pressed,base_parted,overlay_smile,overlay_rest,overlay_pressed,overlay_parted,pose_smile,pose_rest,pose_pressed,pose_parted,blink,mouth,mouth_wide,mouth_opening,speech_active,needs_timer,anomaly,notices
38,1.5833,1.5833,greeting.softSmile,回到自然,0.0000,0.0000,0.0000,0.0000,0.1653,0.0000,0.0000,0.0000,0.1653,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,,
39,1.6250,1.6250,greeting.softSmile,回到自然,0.0000,0.0000,0.0000,0.0000,0.1212,0.0000,0.0000,0.0000,0.1212,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,,
40,1.6667,1.6667,greeting.softSmile,回到自然,0.0000,0.0000,0.0000,0.0000,0.0798,0.0000,0.0000,0.0000,0.0798,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,,
41,1.7083,1.7083,greeting.softSmile,回到自然,0.0000,0.0000,0.0000,0.0000,0.0441,0.0000,0.0000,0.0000,0.0441,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,,
42,1.7500,1.7500,greeting.softSmile,回到自然,0.0000,0.0000,0.0000,0.0000,0.0172,0.0000,0.0000,0.0000,0.0172,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,,
43,1.7917,1.7917,greeting.softSmile,回到自然,0.0000,0.0000,0.0000,0.0000,0.0022,0.0000,0.0000,0.0000,0.0022,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,,
44,1.8333,1.8333,queued.eyeRest,闭眼休息,0.0000,0.0000,0.0000,0.0000,0.0000,0.0058,0.0000,0.0000,0.0000,0.0058,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,,greeting.softSmile#finished queued.eyeRest#started
45,1.8750,1.8750,queued.eyeRest,闭眼休息,0.0000,0.0000,0.0000,0.0000,0.0000,0.0512,0.0000,0.0000,0.0000,0.0512,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,,
46,1.9167,1.9167,queued.eyeRest,闭眼休息,0.0000,0.0000,0.0000,0.0000,0.0000,0.1340,0.0000,0.0000,0.0000,0.1340,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,,
47,1.9583,1.9583,queued.eyeRest,闭眼休息,0.0000,0.0000,0.0000,0.0000,0.0000,0.2446,0.0000,0.0000,0.0000,0.2446,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,,
48,2.0000,2.0000,queued.eyeRest,闭眼休息,0.0000,0.0000,0.0000,0.0000,0.0000,0.3735,0.0000,0.0000,0.0000,0.3735,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,,
49,2.0417,2.0417,queued.eyeRest,闭眼休息,0.0000,0.0000,0.0000,0.0000,0.0000,0.5111,0.0000,0.0000,0.0000,0.5111,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,,
50,2.0833,2.0833,queued.eyeRest,闭眼休息,0.0000,0.0000,0.0000,0.0000,0.0000,0.6480,0.0000,0.0000,0.0000,0.6480,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,,
51,2.1250,2.1250,queued.eyeRest,闭眼休息,0.0000,0.0000,0.0000,0.0000,0.0000,0.7746,0.0000,0.0000,0.0000,0.7746,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,,
52,2.1667,2.1667,queued.eyeRest,闭眼休息,0.0000,0.0000,0.0000,0.0000,0.0000,0.8814,0.0000,0.0000,0.0000,0.8814,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,,
53,2.2083,2.2083,queued.eyeRest,闭眼休息,0.0000,0.0000,0.0000,0.0000,0.0000,0.9588,0.0000,0.0000,0.0000,0.9588,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,,
54,2.2500,2.2500,queued.eyeRest,闭眼休息,0.0000,0.0000,0.0000,0.0000,0.0000,0.9974,0.0000,0.0000,0.0000,0.9974,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,,
55,2.2917,2.2917,queued.eyeRest,闭眼休息,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,,
56,2.3333,2.3333,queued.eyeRest,闭眼休息,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,,
57,2.3750,2.3750,queued.eyeRest,闭眼休息,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,,
58,2.4167,2.4167,queued.eyeRest,闭眼休息,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,,
59,2.4583,2.4583,queued.eyeRest,闭眼休息,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,,
60,2.5000,2.5000,queued.eyeRest,闭眼休息,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,,
61,2.5417,2.5417,queued.eyeRest,闭眼休息,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,,
62,2.5833,2.5833,queued.eyeRest,闭眼休息,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,,
63,2.6250,2.6250,queued.eyeRest,闭眼休息,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,,
64,2.6667,2.6667,queued.eyeRest,闭眼休息,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,,
65,2.7083,2.7083,queued.eyeRest,闭眼休息,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,,
66,2.7500,2.7500,queued.eyeRest,闭眼休息,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,,
67,2.7917,2.7917,queued.eyeRest,闭眼休息,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,,
68,2.8333,2.8333,queued.eyeRest,闭眼休息,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,,
69,2.8750,2.8750,queued.eyeRest,闭眼休息,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,,
70,2.9167,2.9167,queued.eyeRest,闭眼休息,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,,
71,2.9583,2.9583,queued.eyeRest,闭眼休息,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,,
72,3.0000,3.0000,queued.eyeRest,闭眼休息,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,,
73,3.0417,3.0417,queued.eyeRest,闭眼休息,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,,
74,3.0833,3.0833,queued.eyeRest,闭眼休息,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,,
75,3.1250,3.1250,queued.eyeRest,闭眼休息,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,,
76,3.1667,3.1667,queued.eyeRest,闭眼休息,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,,
77,3.2083,3.2083,queued.eyeRest,闭眼休息,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,,
78,3.2500,3.2500,queued.eyeRest,闭眼休息,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,,
79,3.2917,3.2917,queued.eyeRest,闭眼休息,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,,
80,3.3333,3.3333,queued.eyeRest,闭眼休息,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,,
81,3.3750,3.3750,queued.eyeRest,闭眼休息,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,,
82,3.4167,3.4167,queued.eyeRest,闭眼休息,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,,
83,3.4583,3.4583,queued.eyeRest,闭眼休息,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,,
84,3.5000,3.5000,queued.eyeRest,睁眼,0.0000,0.0000,0.0000,0.0000,0.0000,0.9847,0.0000,0.0000,0.0000,0.9847,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,,queued.eyeRest#step1
85,3.5417,3.5417,queued.eyeRest,睁眼,0.0000,0.0000,0.0000,0.0000,0.0000,0.9341,0.0000,0.0000,0.0000,0.9341,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,,
86,3.5833,3.5833,queued.eyeRest,睁眼,0.0000,0.0000,0.0000,0.0000,0.0000,0.8548,0.0000,0.0000,0.0000,0.8548,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,,
87,3.6250,3.6250,queued.eyeRest,睁眼,0.0000,0.0000,0.0000,0.0000,0.0000,0.7540,0.0000,0.0000,0.0000,0.7540,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,,
88,3.6667,3.6667,queued.eyeRest,睁眼,0.0000,0.0000,0.0000,0.0000,0.0000,0.6384,0.0000,0.0000,0.0000,0.6384,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,,
89,3.7083,3.7083,queued.eyeRest,睁眼,0.0000,0.0000,0.0000,0.0000,0.0000,0.5150,0.0000,0.0000,0.0000,0.5150,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,,
90,3.7500,3.7500,queued.eyeRest,睁眼,0.0000,0.0000,0.0000,0.0000,0.0000,0.3908,0.0000,0.0000,0.0000,0.3908,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,,
91,3.7917,3.7917,queued.eyeRest,睁眼,0.0000,0.0000,0.0000,0.0000,0.0000,0.2727,0.0000,0.0000,0.0000,0.2727,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,,
92,3.8333,3.8333,queued.eyeRest,睁眼,0.0000,0.0000,0.0000,0.0000,0.0000,0.1676,0.0000,0.0000,0.0000,0.1676,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,,
93,3.8750,3.8750,queued.eyeRest,睁眼,0.0000,0.0000,0.0000,0.0000,0.0000,0.0826,0.0000,0.0000,0.0000,0.0826,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,,
94,3.9167,3.9167,queued.eyeRest,睁眼,0.0000,0.0000,0.0000,0.0000,0.0000,0.0245,0.0000,0.0000,0.0000,0.0245,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,,
95,3.9583,3.9583,queued.eyeRest,睁眼,0.0000,0.0000,0.0000,0.0000,0.0000,0.0003,0.0000,0.0000,0.0000,0.0003,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,,
96,4.0000,4.0000,queued.consideration,轻抿唇,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0350,0.0000,0.0000,0.0000,0.0350,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,,queued.eyeRest#finished queued.consideration#started
97,4.0417,4.0417,queued.consideration,轻抿唇,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1436,0.0000,0.0000,0.0000,0.1436,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,,
98,4.0833,4.0833,queued.consideration,轻抿唇,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2992,0.0000,0.0000,0.0000,0.2992,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,,
99,4.1250,4.1250,queued.consideration,轻抿唇,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4745,0.0000,0.0000,0.0000,0.4745,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,,
100,4.1667,4.1667,queued.consideration,轻抿唇,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6421,0.0000,0.0000,0.0000,0.6421,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,,
101,4.2083,4.2083,queued.consideration,轻抿唇,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7748,0.0000,0.0000,0.0000,0.7748,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,,
102,4.2500,4.2500,queued.consideration,轻抿唇,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8451,0.0000,0.0000,0.0000,0.8451,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,,
103,4.2917,4.2917,queued.consideration,轻抿唇,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8500,0.0000,0.0000,0.0000,0.8500,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,,
104,4.3333,4.3333,queued.consideration,轻抿唇,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8500,0.0000,0.0000,0.0000,0.8500,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,,
105,4.3750,4.3750,queued.consideration,轻抿唇,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8500,0.0000,0.0000,0.0000,0.8500,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,,
106,4.4167,4.4167,queued.consideration,轻抿唇,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8500,0.0000,0.0000,0.0000,0.8500,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,,
107,4.4583,4.4583,queued.consideration,轻抿唇,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8500,0.0000,0.0000,0.0000,0.8500,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,,
108,4.5000,4.5000,queued.consideration,轻抿唇,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8500,0.0000,0.0000,0.0000,0.8500,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,,
109,4.5417,4.5417,queued.consideration,轻抿唇,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8500,0.0000,0.0000,0.0000,0.8500,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,,
110,4.5833,4.5833,queued.consideration,轻抿唇,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8500,0.0000,0.0000,0.0000,0.8500,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,,
111,4.6250,4.6250,queued.consideration,轻抿唇,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8500,0.0000,0.0000,0.0000,0.8500,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,,
112,4.6667,4.6667,queued.consideration,轻抿唇,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8500,0.0000,0.0000,0.0000,0.8500,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,,
113,4.7083,4.7083,queued.consideration,轻抿唇,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8500,0.0000,0.0000,0.0000,0.8500,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,,
114,4.7500,4.7500,queued.consideration,轻抿唇,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8500,0.0000,0.0000,0.0000,0.8500,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,,
115,4.7917,4.7917,queued.consideration,轻抿唇,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8500,0.0000,0.0000,0.0000,0.8500,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,,
116,4.8333,4.8333,queued.consideration,轻抿唇,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8500,0.0000,0.0000,0.0000,0.8500,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,,
117,4.8750,4.8750,queued.consideration,轻抿唇,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8500,0.0000,0.0000,0.0000,0.8500,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,,
118,4.9167,4.9167,queued.consideration,轻抿唇,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8500,0.0000,0.0000,0.0000,0.8500,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,,
119,4.9583,4.9583,queued.consideration,轻抿唇,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8500,0.0000,0.0000,0.0000,0.8500,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,,
120,5.0000,5.0000,queued.consideration,轻抿唇,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8500,0.0000,0.0000,0.0000,0.8500,0.0000,0.0000,0.0000,0.0000,0.0000,0,1,,
